kalfirvach,concepto,pos,categoria,ipa,lengua_origen,raiz_original
samwak,sincronicidad,noun,Magia Y Mitologia,/samˈwak/,Sánscrito Védico / Árabe esotérico / Griego Koiné,"सम (sama) ""igual, semejante"" (Skt) / وَقْت (waqt) ""tiempo, momento"" (Ar) / λέξις (lexis) ""palabra, significado"" (Gr)"
samnus,Océano de Conciencia,noun,Magia Y Mitologia,/samˈnus/,Sánscrito Védico / Árabe esotérico / Griego Koiné,"समुद्र samudra ""océano"" (Skt) / وجدان wijdān ""conciencia, éxtasis contemplativo"" (Ar) / νοῦς nous ""mente, intelecto"" (Gr)"
satpraš,"práctica espiritual, realización, sadhana",noun,Magia Y Mitologia,/satˈpraʃ/,Sánscrito Védico / Griego Clásico / Avéstico,"साधन sādhana ""realización, práctica"" (Skt) / πρᾶξις praxis ""práctica, acción"" (Gr) / 𐬟𐬭𐬀𐬱𐬆 fraša ""ideal, prototipo"" (Av)"
sapkād,eco/resonancia,noun,Magia Y Mitologia,/sapˈkaːd/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"शब्द śabda ""sonido, palabra, eco"" (Skt) / ἠχώ ēkhō ""eco, sonido reflejado"" (Gr) / صدى ṣadā ""eco, resonancia"" (Ar)"
sirmytun,secreto/misterio,noun,Magia Y Mitologia,/ˈsir.my.tun/,Árabe esotérico / Griego Koiné / Sánscrito Védico,"سِرّ (sirr) ""secreto"" (Ar) / μυστήριον (mystērion) ""misterio"" (Gr) / रहस्य (rahasyá) ""secreto, misterio"" (Skt)"
liōd,disolver (operación alquímica),verb,Magia Y Mitologia,/ˈli.oːd/,Griego Koiné / Egipcio Demótico,"λύω lyō ""desatar, disolver"" (Gr) / ḏd-mdw ""cortar-palabra, disolver"" (Eg)"
šakdom,"poder, fuerza, energía dinámica",noun,Magia Y Mitologia,/ʃakˈdom/,Sánscrito Védico / Griego Koiné / Copto Sahídico,"शक्ति śakti ""poder, energía, fuerza"" (Skt) / δύναμις dynamis ""poder, fuerza, capacidad"" (Gr) / ϫⲟⲙ čom ""poder, fuerza, autoridad"" (Cop)"
shamkhak,sombra/lo oculto,noun,Magia Y Mitologia,/ʃamˈxak/,Griego Koiné / Copto Sahídico,"σκότος skotos ""oscuridad, tinieblas, sombra"" (Gr) / ⲭⲁⲕⲉ khake ""tinieblas, oscuridad, sombra"" (Cop)"
shābol,símbolo/signo,noun,Magia Y Mitologia,/ʃaːˈbol/,Árabe esotérico / Griego Koiné / Copto,"شِعَار (shiʿār) ""emblema, símbolo"" (Ar) / σύμβολον (symbolon) ""símbolo"" (Gr) / ⲥⲩⲙⲃⲟⲗⲏ (symbole) ""símbolo"" (Cop)"
shunaf,vacío/potencial,noun,Magia Y Mitologia,/ʃuˈnaf/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"शून्य śūnya ""vacío, cero, potencial"" (Skt) / κενόν kenon ""vacío, vacuo"" (Gr) / فراغ farāgh ""vacío, espacio libre"" (Ar)"
tigbes,gota/esencia,noun,Magia Y Mitologia,/tigˈbes/,Tibetano Clásico / Sánscrito Védico / Griego Koiné,"thig le ""gota, esencia"" (Tib) / बिन्दु (bindu) ""gota, semilla, punto"" (Skt) / σπέρμα (sperma) ""semilla, esencia germinal"" (Gr)"
kīton,túnica ritual,noun,Magia Y Mitologia,/ˈkiː.ton/,Griego Koiné / Egipcio Demótico,"χιτών khitōn ""vestidura, túnica"" (Gr) / mšꜥ ""vestido, tela"" (Eg)"
turmer,Montaña Cósmica / Eje del Mundo,noun,Magia Y Mitologia,/turˈmer/,Persa Avéstico / Griego Koiné / Sánscrito Védico,"کوه kuh ""montaña"" + ستی seti ""alta, erguida"" (Pers) / κόσμος kosmos ""cosmos, orden"" (Gr) / मेरु meru ""montaña cósmica"" (Skt)"
tēbe,sacrificar (ofrendar a deidad) - verbo ritual v1.2,verb,Magia Y Mitologia,/ˈteː.be/,Griego Koiné / Persa Avéstico / Egipcio Demótico,μαγ- (mag-) / hauma sacrificio / ẖnm unir
thak,encantar (aplicar hechizo) - verbo ritual v1.2,verb,Magia Y Mitologia,/ˈθak/,Persa Avéstico / Tibetano Clásico / Egipcio Demótico,ātarš fuego / བཟླས་ (bzlas) / ẖnm unir
theteš,ritual,noun,Magia Y Mitologia,/θeˈteʃ/,Egipcio Demótico / Griego Koiné / Copto Sahídico,"ḥtp ""ofrenda, ritual"" (Dem) / τελετή teletē ""rito iniciático"" (Gr) / ϣⲣⲡ šorp ""ofrenda, primicia"" (Cop)"
rabdos,varita (instrumento ritual),noun,Magia Y Mitologia,/ˈrab.dos/,Griego Koiné / Egipcio Demótico,"ῥάβδος rhabdos ""vara, bastón"" (Gr) / mꜣꜥ-ḫꜣ ""vara mágica"" (Eg)"
višfam,veneno/sabiduría,noun,Magia Y Mitologia,/wiʃˈfam/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"विष viṣa ""veneno"" (Skt) / φάρμακον pharmakon ""veneno, droga, remedio"" (Gr) / سمّ samm ""veneno, tósigo"" (Ar)"
wīli,sacrificar (ofrendar),verb,Magia Y Mitologia,/ˈwiː.li/,Griego Koiné / Egipcio Demótico / Tibetano Clásico,(raíz Griego) / (raíz Egipcio) / (raíz Tibetano)
yozev,"unión, integración, yoga",noun,Magia Y Mitologia,/joˈzev/,Sánscrito Védico / Griego Koiné / Persa,"योग yoga ""unión, integración, yoga"" (Skt) / ζεῦξις zeuxis ""unión, conexión, yugo"" (Gr) / پیوست peyvast ""unión, conexión, enlace"" (Pers)"
yohet,integración,noun,Magia Y Mitologia,/joˈhet/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"योग yoga ""integración, unión"" (Skt) / ἕνωσις henōsis ""unificación, unidad mística"" (Gr) / اتحاد ittihād ""unión, unidad, fusión"" (Ar)"
zīdhū,invocar (llamar entidad) - verbo ritual v1.2,verb,Magia Y Mitologia,/ˈziː.ðuː/,Griego Koiné / Egipcio Demótico / Persa Avéstico,δαιμον- (daimon-) / ḥkꜢ heka / ātarš fuego
qadesh,consagrar (verbo ritual),verb,Magia Y Mitologia,/ˈka.deʃ/,Árabe esotérico / Hebreo,"קָדַשׁ qādash ""santificar, consagrar"" (Heb) / قَدَسَ qadasa ""santificar, consagrar"" (Ar)"
thélōš,voluntad,noun,Magia Y Mitologia,/θeˈloːʃ/,Griego Koiné / Copto Sahídico,"θέλημα thélēma ""voluntad, deseo, intención"" (Gr) / ⲟⲩⲱϣ ouōš ""desear, querer, voluntad"" (Cop)"
chā,proteger (amparar),verb,Magia Y Mitologia,/ˈtʃaː/,Egipcio Demótico / Persa Avéstico / Árabe esotérico,(raíz Egipcio) / (raíz Persa) / (raíz Árabe)
āmo,adivinar (predecir futuro) - verbo ritual v1.2,verb,Magia Y Mitologia,/ˈaː.mo/,Sánscrito Védico / Egipcio Demótico / Tibetano Clásico,मन्त्र् (mantr) / ḥkꜢ heka / དཀྱིལ་ (dkyil)
pēgnim,coagular (operación alquímica),verb,Magia Y Mitologia,/ˈpeːɡ.nim/,Griego Koiné / Egipcio Demótico,"πήγνυμι pēgnymi ""fijar, cuajar"" (Gr) / smn ""fijar, establecer"" (Eg)"
chásdruying,"portal dimensional, grieta en el éter que funciona como puerta entre planos",noun,Magia Y Mitologia,/ˈtʃas.dru.jiŋ/,Griego Koiné / Persa Avéstico / Tibetano Clásico,"Griego χάσμα (chásma) 'grieta, abismo' + Avestan 𐬛𐬭𐬎𐬎𐬀𐬰𐬀 (druuaza) 'puerta, portal' + Tibetano clásico དབྱིངས (dbyings) 'espacio primordial, ākāśa, éter' → chásdruying (fusión: chásma + druuaza + dbyings, con pérdida de -ma, -uaza y db-). 3 lenguas, 3 familias. El portal dimensional que rasga el éter como una puerta entre mundos."
séshkatip,"escriba, copista de textos sagrados y rituales",noun,Magia Y Mitologia,/ˈseʃ.ka.tip/,Egipcio Demótico / Árabe esotérico,"Egipcio sš (sesh) 'escriba, escritura' + Árabe كاتب (kātib) 'escriba, notario' → séshkatip (fusión: sš + kātib, con /sš/→/seʃ/ y /ātib/→/katip/, ensordecimiento codicial /b/→/p/). 2 lenguas. El que registra el conocimiento sagrado por escrito."
damqírtas,"papiro, rollo de escritura, manuscrito sagrado",noun,Magia Y Mitologia,/damˈkir.tas/,Egipcio Demótico / Árabe esotérico,"Egipcio demótico ḏmˁ (dema) 'rollo de papiro' + Árabe قرطاس (qirtās) 'papel, papiro, hoja' → damqírtas (fusión: ḏmˁ + qirtās, con ḏ→d, mˁ→ma, qirtās íntegro). 2 lenguas. El soporte físico del conocimiento transmitido."
malkel,"ángel, mensajero divino (puede ser persona o espíritu)",noun,Magia Y Mitologia,/malˈkel/,Árabe esotérico / Persa Avéstico / Griego Koiné,"ملك malak ""ángel, mensajero"" (Ar) / 𐬀𐬢𐬭𐬀 aṇgra ""espíritu celestial"" (Av) / ἄγγελος angelos ""mensajero"" (Gr)"
árchamaqal,"arcángel, parte de Dios que crea en el plano mental",noun,Magia Y Mitologia,/ˈar.tʃa.ma.kal/,Griego Koiné / Árabe esotérico / Persa Avéstico,"Griego ἀρχή (archē) 'principio, origen, regente' + Avestan 𐬨𐬀𐬥𐬀𐬢𐬵𐬀 (manaŋha) 'poder mental' + Árabe esotérico عقل (ʿaql) 'intelecto divino, nous plotiniano' → árchamaqal (fusión: archē + manaŋha + ʿaql, con pérdida de -ē, -naŋha → -ma, y ʿaql epentético -aqal). 3 lenguas. El aspecto creador de la divinidad que opera en el plano del intelecto puro (nous)."
dajmol,"demonio, genio espiritual (puede ser benéfico o maléfico)",noun,Magia Y Mitologia,/dajˈmol/,Griego Koiné / Árabe esotérico / Copto Sahídico,"δαίμων daimōn ""espíritu, ser divino neutral"" (Gr) / جني jinnī ""genio, ser de fuego sutil"" (Ar) / ⲃⲱⲱⲗ bōl ""espíritu maligno"" (Cop)"
seypamu,"sirena, espíritu elemental del agua",noun,Magia Y Mitologia,/ˈsej.pa.mu/,Griego Koiné / Persa Avéstico / Copto Sahídico,"Σειρήν seirēn ""sirena, seductora acuática"" (Gr) / پری parī ""hada/peri, espíritu elemental femenino"" (Av) / ⲙⲟⲩ mou ""agua"" (Cop)"
vayrūt,"silfo, espíritu elemental del aire",noun,Magia Y Mitologia,/wajˈruːt/,Persa Avéstico / Árabe esotérico / Copto Sahídico,"𐬬𐬀𐬌𐬌𐬎 vaiiu ""viento, aire, divinidad Vayu"" (Av) / روح rūḥ ""espíritu, soplo divino"" (Ar) / ⲧⲏⲩ tēu ""viento"" (Cop)"
gazámsa,"duende, gnomo, espíritu elemental de la tierra",noun,Magia Y Mitologia,/gaˈzam.sa/,Griego Koiné / Persa Avéstico / Tibetano Clásico,"Griego γαῖα (gaia) 'tierra' + Avestan 𐬰𐬆𐬨 (zəm) 'tierra' + Tibetano clásico ས (sa) 'tierra, suelo' → gazámsa (fusión: gāia + zəm + sa, con /āi/→/a/, /zəm/→/zam/, /sa/ conservado). 3 lenguas, 2 familias. El elemental que cuida las raíces del mundo subterráneo."
médhya,"meditar, contemplación profunda",verb,Magia Y Mitologia,/ˈme.dja/,Copto / Tibetano Clásico / Persa Avéstico,"Copto ⲙⲉⲧ (met) 'verbo, pensamiento, acción de' + Tibetano clásico བསམ (bsam) 'pensar, meditar' + Persa medio اندیشه (andīše) 'pensamiento, meditación' → médhya (fusión: met + bsam + andīše, con met→mé, bsam→dhya por debuccalización, -šīšeh perdido). 3 lenguas. El acto de aquietar la mente y penetrar en la contemplación del vacío."
akhásmara,"parásito astral, entidad que drena energía en el plano sutil",noun,Magia Y Mitologia,/ˈa.xas.ma.ra/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,"Egipcio ꜥḫ (akh) 'espíritu transfigurado, entidad del más allá' + Árabe esotérico خسارة (khasāra) 'pérdida, drenaje, daño' + Persa medio مار (mār) 'serpiente, parásito' → akhásmara (fusión: ꜥḫ + khasāra + mār, con ꜥḫ→ /ax/, khasāra conservado como -khas-, mār como -mara). 3 lenguas. La entidad astral que se alimenta de la energía vital del practicante."
dámiuqara,"demiurgo, artífice divino del mundo material",noun,Magia Y Mitologia,/ˈda.mi.u.ka.ra/,Griego Koiné / Árabe esotérico / Persa Avéstico,"Griego δημιουργός (dēmiourgos) 'artesano, hacedor, creador del mundo' + Árabe esotérico قارة (qāra) 'materia prima/molde creador' + Avestan 𐬐𐬀𐬭𐬀𐬥 (karan) 'hacer, crear, fabricar' → dámiuqara (fusión: dēmiourgós + qāra + karan, con /dēmi/→/dami/, /ourgos/→/u/, /qāra/→/qara/ con epéntesis /q/→/k/). 3 lenguas. El arquitecto del cosmos material, que modela la realidad a partir de la materia primordial."
hūrsūf,"espíritu planetario del Sol, espíritu solar, regente del fuego astral y la vitalidad",noun,Magia Y Mitologia,/ˈhuːr.suːf/,Persa Avéstico / Árabe esotérico,"Persa medio hūr (خور) 'sol, luz solar' + Árabe esotérico صوف (ṣūf) 'espíritu, sabiduría mística, esencia sutil' → hūrsūf (fusión directa: hūr + ṣūf). 2 lenguas. El regente espiritual que anima el principio solar."
tīrsūf,"espíritu planetario de Mercurio, regente de la comunicación y el ingenio",noun,Magia Y Mitologia,/ˈtiːr.suːf/,Persa Avéstico / Persa Avéstico / Árabe esotérico,"Avestan 𐬙𐬌𐬭𐬌 (tīri) 'Mercurio, Sirio, estrella-guía' + Persa تیر (tīr) 'flecha, Mercurio' + Árabe esotérico صوف (ṣūf) 'espíritu' → tīrsūf (fusión: tīr + ṣūf). 3 lenguas. El genio de la comunicación veloz entre planos."
anāhīsūf,"espíritu planetario de Venus, regente del amor, la belleza y la atracción",noun,Magia Y Mitologia,/aˈnaː.hiː.suːf/,Persa Avéstico / Persa Avéstico / Árabe esotérico,"Avestan 𐬀𐬥𐬁𐬵𐬌𐬙𐬀 (Anāhita) 'divinidad de las aguas, Venus, fertilidad' + Persa ناهید (Nāhīd) 'planeta Venus' + Árabe esotérico صوف (ṣūf) 'espíritu' → anāhīsūf (fusión: Anāhīt + ṣūf, con pérdida de /t/). 3 lenguas. La esencia espiritual que rige la atracción y la armonía."
bahrāmsūf,"espíritu planetario de Marte, regente de la fuerza, la guerra y la voluntad",noun,Magia Y Mitologia,/bahˈraːm.suːf/,Persa Avéstico / Árabe esotérico,"Persa بهرام (Bahrām) 'Marte, dios de la victoria' (del Avestan 𐬬𐬆𐬭𐬆𐬚𐬭𐬀𐬖𐬥𐬀 vərəθraɣna) + Árabe esotérico صوف (ṣūf) 'espíritu' → bahrāmsūf (fusión: Bahrām + ṣūf). 2 lenguas. El ímpetu guerrero del cosmos personificado."
hormsūf,"espíritu planetario de Júpiter, regente de la sabiduría, la expansión y la realeza",noun,Magia Y Mitologia,/ˈhorm.suːf/,Persa Avéstico / Árabe esotérico,"Persa هرمز (Hormoz) 'Júpiter' (del Avestan 𐬀𐬵𐬎𐬭𐬀 𐬨𐬀𐬰𐬛𐬁 Ahura Mazdā, Señor Sabiduría) + Árabe esotérico صوف (ṣūf) 'espíritu' → hormsūf (fusión: Hormoz + ṣūf, con pérdida de /oz/). 2 lenguas. La realeza espiritual del cosmos ampliando los límites."
kaywānsūf,"espíritu planetario de Saturno, regente del tiempo, la estructura y el karma",noun,Magia Y Mitologia,/kajˈwaːn.suːf/,Persa Avéstico / Árabe esotérico / Árabe esotérico,"Persa medio کیوان (Kaywān) + Árabe كيوان (Kaywān) 'Saturno, el benéfico severo' + Árabe esotérico صوف (ṣūf) 'espíritu' → kaywānsūf (fusión: Kaywān + ṣūf). 3 lenguas. El guardián del tiempo cósmico y las estructuras del destino."
urānūf,"espíritu planetario de Urano, regente de lo repentino, lo original y lo disruptivo",noun,Magia Y Mitologia,/uˈraː.nuːf/,Griego Koiné / Sánscrito Védico / Árabe esotérico,"Οὐρανός Ouranos ""cielo primordial, Urano"" (Gr) / वरुण Varuṇa ""dios del océano cósmico"" (Skt) / صوف ṣūf ""espíritu, esencia sutil"" (Ar)"
posīdsūn,"espíritu planetario de Neptuno, regente de los abismos, los sueños y lo trascendente",noun,Magia Y Mitologia,/poˈsiːd.suːn/,Griego Koiné / Sánscrito Védico / Árabe esotérico,"Ποσειδῶν Poseidōn ""dios del mar, Neptuno"" (Gr) / वरुण Varuṇa ""señor del océano cósmico"" (Skt) / صوف ṣūf ""espíritu, esencia sutil"" (Ar)"
būmsūf,"espíritu planetario de la Tierra, regente de lo material, lo denso y lo fértil",noun,Magia Y Mitologia,/ˈbuːm.suːf/,Persa Avéstico / Árabe esotérico,"Persa بوم (būm) 'tierra, suelo, territorio' + Árabe esotérico صوف (ṣūf) 'espíritu' → būmsūf (fusión: būm + ṣūf). 2 lenguas. El espíritu telúrico que sustenta toda vida material."
vijulta,"universo, totalidad de la existencia",noun,Magia Y Mitologia,/vi.ˈjul.ta/,Sánscrito Védico / Árabe esotérico / Griego Koiné / Persa Avéstico,viśva 'universo' (Skt) / al-wujūd 'existencia' (Ar) / tó hólon 'el todo' (Gr) / gaēθā- 'mundo' (Av)
raskal,"cosmos, orden universal, armonía cósmica",noun,Magia Y Mitologia,/ˈras.kal/,Sánscrito Védico / Árabe esotérico / Persa Avéstico / Griego Koiné,"ṛta 'orden cósmico' (Skt) / al-falak 'esfera celeste' (Ar) / aṣ̌a- 'verdad, orden' (Av) / kósmos 'cosmos' (Gr)"
altara,altar (mesa o piedra de ofrenda),noun,Magia Y Mitologia,/ˈal.ta.ra/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"altare 'altar' (Lat) / βωμός bōmós 'altar, plataforma' (Gr) / ḥw.t-nṯr 'mesa-de-dios' (Eg)"
coagula,coagular (operación alquímica),verb,Magia Y Mitologia,/ˈco.a.gu.la/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"coagula 'coagular' (Lat, imperativo) / πήγνυμι pḗgnymi 'fijar, cuajar' (Gr) / smn 'fijar, establecer' (Eg)"
incensa,incensario (recipiente para quemar incienso),noun,Magia Y Mitologia,/ˈin.cen.sa/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"incensum 'incienso, lo quemado' (Lat) / θυμιατήριον thymiatḗrion 'incensario' (Gr) / snṯr 'incienso' (Eg)"
solve,disolver (operación alquímica),verb,Magia Y Mitologia,/ˈsol.we/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"solve 'desatar, disolver' (Lat) / λύω lýō 'desatar' (Gr) / ḏd-mdw 'cortar-palabra' (Eg)"
tunika,túnica ritual,noun,Magia Y Mitologia,/ˈtu.ni.ka/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"tunica 'túnica, camisa' (Lat) / χιτών khitṓn 'vestidura' (Gr) / mšꜥ 'vestido' (Eg)"
virga,varita (instrumento ritual),noun,Magia Y Mitologia,/ˈwir.ga/,Griego Koiné / Egipcio Demótico / Sánscrito Védico,"virga 'vara, rama' (Lat) / ῥάβδος rhábdos 'vara, bastón' (Gr) / mꜣꜥ-ḫꜣ 'vara mágica' (Eg)"
kair,"momento ritual, coyuntura mágica, sincronía, instante oportuno",noun,Magia Y Mitologia,/ˈka.ir/,Griego Koiné / Árabe esotérico / Egipcio Demótico,"καιρός kairós ""momento oportuno, tiempo cualitativo"" (Gr) / وقت waqt ""tiempo, momento"" + قدر qadr ""destino, medida"" (Ar) / tr ""tiempo, momento"" (Eg)"
shaktí,"poder, fuerza, energía (término general, no necesariamente mágica)",noun,Magia Y Mitologia,/ˈʃak.tiː/,Sánscrito Védico / Tibetano Clásico / Persa Avéstico,"शक्ति śakti ""poder, energía, capacidad"" (Skt) / ཤུགས shugs ""fuerza, poder, energía"" (Tib) / 𐬱𐬀𐬐𐬀 šaka- ""fuerza, poder"" (Av)"
nús,"conciencia, mente, intelecto, principio consciente",noun,Magia Y Mitologia,/ˈnuːs/,Griego Koiné / Sánscrito Védico / Tibetano Clásico,"νοῦς nous ""mente, intelecto, conciencia"" (Gr) / विज्ञान vijñāna ""discernimiento, conciencia"" (Skt) / རིག་པ rig pa ""conciencia, awareness"" (Tib)"
máya,"ilusión, apariencia, velo de la realidad fenoménica",noun,Magia Y Mitologia,/ˈmaː.ja/,Sánscrito Védico / Tibetano Clásico / Persa Avéstico,"माया māyā ""ilusión, poder de manifestación"" (Skt) / སྒྱུ་མ sgyu ma ""ilusión, magia"" (Tib) / 𐬨𐬀𐬌𐬌𐬁 māiiā ""poder de transformación"" (Av)"
pāhatā,fantasma (espíritu de un fallecido),noun,Magia Y Mitologia,/paː.haˈtaː/,Copto / Egipcio Demótico / Árabe Esotérico / Sánscrito,"ⲡⲓⲁⲕⲉ piake ""oscuridad, tinieblas"" (Cop) / ꜣḫ ""espíritu, aj"" (Dem) / رُوح rūḥ ""espíritu, alma"" (Ar) / प्रेत preta ""fantasma, muerto"" (Skt)"
natūrē,"Dios, deidad (ser divino supremo o deidad)",noun,Magia Y Mitologia,/na.tuːˈɾeː/,Copto / Egipcio Demótico / Sánscrito,"ⲛⲟⲩϯ noute ""Dios"" (Cop) / nṯr ""dios, deidad"" (Dem) / देव deva ""deidad, dios"" (Skt)"
onofotma,"adivinar (adivinación esotérica, presagiar)",verb,Magia Y Mitologia,/o.noˈfot.ma/,Persa Moderno / Griego Koiné / Tibetano,"فال گرفتن fāl gereftan ""echar las cartas, adivinar"" (Pers) / μαντεύομαι manteuomai ""profetizar, adivinar"" (Gr) / མོ mo ""adivinación, augurio"" (Tib)"
vīwetzimil,talismán,noun,Magia Y Mitologia,/ˈviː.wet.zi.mil/,Persian / Sanskrit,मङ्गल (Sanskrit) / طلسم (Persian) / تعویذ (Persian)
isokimni,alquimia,noun,Magia Y Mitologia,/i.so.ˈkim.ni/,Arabic / Persian / Sanskrit,Sanskrit: रसयानम् (rasayānam) / धातुवादः (dhātuvādaḥ) / Persian: کیمیا (kīmīyā) / Arabic: كِيمِيَاء (kīmiyāʾ)
īpmīfikīs,espada,noun,Magia Y Mitologia,/ˈiːp.miː.fi.kiːs/,Ancient Greek / Arabic / Persian / Sanskrit,Sanskrit: खड्ग (khaḍga) / Persian: شمشیر (šamšīr) / Arabic: سَيْف (sayf) / Ancient Greek: ξίφος (xiphos)
mihontokdo,armadura,noun,Magia Y Mitologia,/mi.hon.ˈtok.do/,Ancient Greek / Arabic / Persian / Sanskrit,Sanskrit: कवच (kavaca) / Persian: زره (zereh) / Arabic: دِرْع (dirʿ) / Ancient Greek: ἅμαντoς (hamantos) / θώραξ
bohotmoso,flecha,noun,Magia Y Mitologia,/bo.hot.ˈmo.so/,Ancient Greek / Arabic / Persian / Sanskrit,Sanskrit: बाण (bāṇa) / शर (śara) / Persian: تیر (tīr) / Arabic: سَهْم (sahm) / Ancient Greek: τόξευμα (tóxeuma) / ἰός
dēnsāmē,resonancia,noun,Magia Y Mitologia,/ˈdeːn.saː.meː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲙⲏ (smē) ""sonido"" (Cop) / صَدَى (ṣadā) ""eco"" (Ar) / नाद (nāda) ""sonido, tono"" (Skt)"
pimdinas,vibración,noun,Magia Y Mitologia,/pim.ˈdi.nas/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲓⲙ (kim) ""moverse"" (Cop) / ذَبْذَبَة (dhabdhaba) ""vibración"" (Ar) / स्पन्द (spanda) ""pulso, vibración"" (Skt)"
wistōpik,sintonización,noun,Magia Y Mitologia,/wis.ˈtoː.pik/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲱⲧⲡ (sōtp) ""enderezar"" (Cop) / وِفَاق (wifāq) ""armonía"" (Ar) / योजन (yojana) ""unión, ajuste"" (Skt)"
wāsnitmā,alineación,noun,Magia Y Mitologia,/ˈwaːs.nit.maː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲟⲟⲩⲧⲛ̅ (sooutn) ""alinear"" (Cop) / قِوَام (qiwām) ""rectitud"" (Ar) / ऋजु (ṛju) ""recto"" (Skt)"
ridiswōm,corriente,noun,Magia Y Mitologia,/ri.dis.ˈwoːm/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲟⲟⲩ (moou) ""agua, flujo"" (Cop) / سَيْل (sayl) ""corriente"" (Ar) / धारा (dhārā) ""corriente, flujo"" (Skt)"
bokwadam,vórtice,noun,Magia Y Mitologia,/bok.ˈwa.dam/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲣⲟϥ (krof) ""torbellino"" (Cop) / دَوَّامَة (dawwāma) ""vórtice"" (Ar) / भ्रम (bhrama) ""rotación"" (Skt)"
tērmasin,campo morfogenético,noun,Magia Y Mitologia,/ˈteːr.ma.sin/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲭⲏⲙⲁ (skhēma) ""forma"" (Cop) / نَمَط (namaṭ) ""patrón"" (Ar) / प्रतिमान (pratimāna) ""patrón, medida"" (Skt)"
wirtabal,espiral,noun,Magia Y Mitologia,/wir.ˈta.bal/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲕⲱϯ (kōti) ""rodear"" (Cop) / لَوْلَب (lawlab) ""espiral"" (Ar) / वक्र (vakra) ""curvo"" (Skt)"
kēswitōr,radiancia,noun,Magia Y Mitologia,/ˈkeːs.wi.toːr/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲟⲩⲟⲉⲓⲛ (ouoein) ""luz"" (Cop) / إِشْرَاق (ishrāq) ""resplandor"" (Ar) / तेजस् (tejas) ""radiancia, brillo"" (Skt)"
chamohno,carga (energética),noun,Magia Y Mitologia,/tʃa.ˈmoh.no/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ϫⲟⲙ (čom) ""fuerza"" (Cop) / شَحْن (shaḥn) ""carga"" (Ar) / आवेश (āveśa) ""carga, posesión"" (Skt)"
bisfīrīt,descarga,noun,Magia Y Mitologia,/bis.ˈfiː.riːt/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲃⲟⲗ (bol) ""soltar"" (Cop) / تَفْرِيغ (tafrīgh) ""vaciado"" (Ar) / विसर्ग (visarga) ""liberación"" (Skt)"
bōnhātrā,vínculo,noun,Magia Y Mitologia,/ˈboːn.haːt.raː/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲱⲛϩ̅ (sōnh) ""atar"" (Cop) / رِبَاط (ribāṭ) ""atadura"" (Ar) / बन्ध (bandha) ""atadura"" (Skt)"
kihēpres,escudo,noun,Magia Y Mitologia,/ki.ˈheːp.res/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲥⲕⲉⲡⲏ (skepē) ""cobertura"" (Cop) / دِرْع (dir') ""escudo"" (Ar) / कवच (kavaca) ""armadura"" (Skt)"
benīlre,"filtro, criba",noun,Magia Y Mitologia,/be.ˈniːl.re/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲛⲉϩϥⲉ (nehfe) ""criba"" (Cop) / غِرْبَال (ghirbāl) ""criba"" (Ar) / चालनी (cālanī) ""tamiz"" (Skt)"
murīk,"lamen, placa con sigilos",noun,Magia Y Mitologia,/mu.ˈriːk/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲧⲱⲙ (tōm) ""sello"" (Cop) / رَقِيم (raqīm) ""tableta inscrita"" (Ar) / मुद्रा (mudrā) ""sello, sigilo"" (Skt)"
dōrba,cuerda ritual,noun,Magia Y Mitologia,/ˈdoːr.ba/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ⲙⲟⲩⲣ (mour) ""atar, ligar"" (Cop) / حَبْل (ḥabl) ""cuerda"" (Ar) / रज्जु (rajju) ""soga"" (Skt)"
